Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;UPZ;Valor
Apartamento;Apartamento en venta en Chapinero;2;2;66;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;406500000
Apartamento;Apartamento en venta en Zona Noroccidental;1;1;70;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;415000000
Apartamento;Apartamento en venta en Chico Reservado;2;3;138;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;579000000
Casa;Casa en venta en Zona Noroccidental;5;3;135;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;660000000
Casa;Casa en venta en Zona Noroccidental;4;5;419;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;1500000000
Apartamento;Apartamento en venta en Chapinero;2;3;130;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;900000000
Casa;Casa en venta en Colina Campestre;3;3;115;Colina Campestre;Niza;640000000
Apartamento;Apartamento en venta en Usaquén;3;2;72;Usaquén;Usaquén;379000000
Apartamento;Apartamento en venta en Usaquén;2;3;87;Usaquén;Usaquén;580000000
Casa;Casa en venta en Teusaquillo;14;4;325;Teusaquillo;Teusaquillo;1580000000
Casa;Casa en venta en La Soledad ;7;3;1350;La Soledad ;Teusaquillo;2800000000
Casa;Casa en venta en Barrios Unidos;4;4;204;Barrios Unidos;Los Andes;700000000
Apartamento;Apartamento en venta en Engativa;3;2;112;Engativa;Engativá;345000000
Apartamento;Apartamento en venta en Santa Barbara;2;2;70;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;600000000
Local;Local en venta en Quinta Camacho;16;9;1050;Quinta Camacho;CHAPINERO: Chicó Lago + El Refugio;5299999744
Apartamento;Apartamento en venta en Engativa;3;2;64;Engativa;Engativá;240000000
Apartamento;Apartamento en venta en San Patricio;2;2;74;San Patricio;USAQUÉN: Country Club + Santa Bárbara;432000000
Casa;Casa en venta en Engativa;5;5;200;Engativa;Engativá;680000000
Apartamento;Apartamento en venta en Suba;3;2;94;Suba;Suba;630000000
Apartamento;Apartamento en venta en Chapinero;2;2;61;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;335000000
Apartamento;Apartamento en venta en Puente Aranda;3;2;64;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;233000000
Apartamento;Apartamento en venta en Puente Aranda;3;2;74;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;310000000
Local;Local en venta en Quinta Camacho;1;1;24;Quinta Camacho;CHAPINERO: Chicó Lago + El Refugio;94500000
Apartamento;Apartamento en venta en Usaquén;3;3;54;Usaquén;Usaquén;220000000
Apartamento;Apartamento en venta en Suba;3;2;88;Suba;Suba;310000000
Apartamento;Apartamento en venta en Cedritos;3;2;97;Cedritos;Usaquén;410000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;55;Barrios Unidos;Los Andes;466000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;76;Barrios Unidos;Los Andes;385000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;70;Barrios Unidos;Los Andes;415000000
Apartamento;Apartamento en venta en Suba;3;2;62;Suba;Suba;185000000
Apartamento;Apartamento en venta en Barrios Unidos;4;4;137;Barrios Unidos;Los Andes;298500000
Apartamento;Apartamento en venta en Suba;3;4;153;Suba;Suba;930000000
Casa;Casa en venta en Cedritos;3;4;240;Cedritos;Usaquén;820000000
Casa;Casa en venta en Barrios Unidos;4;4;204;Barrios Unidos;Los Andes;700000000
Casa;Casa en venta en Nueva Zelandia;4;2;190;Nueva Zelandia;SUBA: La Academia + Guaymaral + San José de Bavaria;425000000
Casa;Casa en venta en Suba;3;5;600;Suba;Suba;2300000000
Apartamento;Apartamento en venta en Usaquén;3;4;159;Usaquén;Usaquén;850000000
Apartamento;Apartamento en venta en Fontibón;3;2;69;Fontibón;Fontibón;370000000
Apartamento;Apartamento en venta en Chapinero;2;3;228;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;2600000000
Apartamento;Apartamento en venta en Cedritos;4;3;137;Cedritos;Usaquén;800000000
Apartamento;Apartamento en venta en Usaquén;1;1;60;Usaquén;Usaquén;828400000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;76;Barrios Unidos;Los Andes;310000000
Casa;Casa en venta en Suba;2;1;40;Suba;Suba;160000000
Apartamento;Apartamento en venta en Los Rosales;3;3;161;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;1100000000
Apartamento;Apartamento en venta en Chapinero;1;2;46;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;365000000
Casa;Casa en venta en Usaquén;3;3;152;Usaquén;Usaquén;599000000
Casa;Casa en venta en Engativa;2;2;61;Engativa;Engativá;220000000
Apartamento;Apartamento en venta en Teusaquillo;2;1;59;Teusaquillo;Teusaquillo;350000000
Casa;Casa en venta en Engativa;11;4;360;Engativa;Engativá;1350000000
Apartamento;Apartamento en venta en Santa Barbara;1;1;35;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;250000000
Apartamento;Apartamento en venta en Kennedy;3;2;51;Kennedy;Kennedy Central;165000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;71;Barrios Unidos;Los Andes;520000000
Casa;Casa en venta en Pasadena ;3;3;161;Pasadena ;;950000000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;93;Barrios Unidos;Los Andes;365000000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;135;Barrios Unidos;Los Andes;690000000
Casa;Casa en venta en Barrios Unidos;2;1;56;Barrios Unidos;Los Andes;158000000
Apartamento;Apartamento en venta en Suba;3;2;80;Suba;Suba;410000000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;105;Barrios Unidos;Los Andes;580000000
Apartamento;Apartamento en venta en Engativa;3;2;64;Engativa;Engativá;237000000
Casa;Casa en venta en Tintala;4;2;72;Tintala;Tintala;220000000
Apartamento;Apartamento en venta en Usaquén;3;4;210;Usaquén;Usaquén;1300000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;102;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;380000000
Apartamento;Apartamento en venta en El Chicó;3;3;109;El Chicó;CHAPINERO: Chicó Lago + El Refugio;594000000
Apartamento;Apartamento en venta en Chico Navarra;4;6;316;Chico Navarra;USAQUÉN: Country Club + Santa Bárbara;1900000000
Apartamento;Apartamento en venta en Usaquén;4;4;290;Usaquén;Usaquén;1690000000
Apartamento;Apartamento en venta en Usaquén;4;4;301;Usaquén;Usaquén;2400000000
Apartamento;Apartamento en venta en Cedritos;1;1;57;Cedritos;Usaquén;320000000
Casa;Casa en venta en Santa Paula;4;3;220;Santa Paula;USAQUÉN: Country Club + Santa Bárbara;1300000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;314;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;2200000000
Casa;Casa en venta en San Patricio;3;5;331;San Patricio;USAQUÉN: Country Club + Santa Bárbara;2500000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;175;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;1050000000
Apartamento;Apartamento en venta en Santa Barbara;4;5;220;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;1180000000
Apartamento;Apartamento en venta en Usaquén;2;2;63;Usaquén;Usaquén;360000000
Apartamento;Apartamento en venta en Usaquén;3;3;128;Usaquén;Usaquén;590000000
Apartamento;Apartamento en venta en Bella Suiza;2;3;93;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;740607900
Casa;Casa en venta en Madelena;3;2;82;Madelena;Arborizadora;250000000
Casa;Casa en venta en Zona Noroccidental;5;5;753;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;2950000000
Casa;Casa en venta en Los Rosales;3;3;158;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;1180000000
Apartamento;Apartamento en venta en Santa Barbara;1;1;46;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;280000000
Casa;Casa en venta en Engativa;4;2;177;Engativa;Engativá;639000000
Apartamento;Apartamento en venta en Los Rosales;3;4;257;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;2300000000
Apartamento;Apartamento en venta en Bosa;3;2;45;Bosa;Bosa Central;144000000
Apartamento;Apartamento en venta en Cedritos;3;5;141;Cedritos;Usaquén;890000000
Apartamento;Apartamento en venta en Usaquén;5;4;150;Usaquén;Usaquén;580000000
Casa;Casa en venta en Usaquén;10;6;200;Usaquén;Usaquén;1350000000
Apartamento;Apartamento en venta en Usaquén;5;3;193;Usaquén;Usaquén;895000000
Casa;Casa en venta en Barrios Unidos;4;4;400;Barrios Unidos;Los Andes;2600000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;49;Barrios Unidos;Los Andes;100000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;74;Barrios Unidos;Los Andes;270000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;60;Barrios Unidos;Los Andes;340000000
Apartamento;Apartamento en venta en Barrios Unidos;1;2;53;Barrios Unidos;Los Andes;438000000
Apartamento;Apartamento en venta en Alhambra;3;4;164;Alhambra;La Alhambra;780000000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;42;Barrios Unidos;Los Andes;111500000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;61;Barrios Unidos;Los Andes;229000000
Oficina/Consultorio;Oficina/Consultorio en venta en Chico Norte;2;1;53;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;350000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;57;Barrios Unidos;Los Andes;150000000
Apartamento;Apartamento en venta en Barrios Unidos;1;2;52;Barrios Unidos;Los Andes;380000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;45;Barrios Unidos;Los Andes;170000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;66;Barrios Unidos;Los Andes;338000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;60;Barrios Unidos;Los Andes;384000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;81;Barrios Unidos;Los Andes;311000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;75;Barrios Unidos;Los Andes;469000000
Apartamento;Apartamento en venta en San Patricio;3;3;104;San Patricio;USAQUÉN: Country Club + Santa Bárbara;800000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;59;Barrios Unidos;Los Andes;170000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;66;Barrios Unidos;Los Andes;235000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;95;Barrios Unidos;Los Andes;449500000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;67;Barrios Unidos;Los Andes;270164320
Casa;Casa en venta en Castilla;4;3;222;Castilla;KENNEDY: Castilla + Bavaria;680000000
Apartamento;Apartamento en venta en Barrios Unidos;1;2;51;Barrios Unidos;Los Andes;419000000
Casa;Casa en venta en Barrios Unidos;5;3;358;Barrios Unidos;Los Andes;680000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;48;Barrios Unidos;Los Andes;94500000
Apartamento;Apartamento en venta en Barrios Unidos;2;3;156;Barrios Unidos;Los Andes;628000000
Apartamento;Apartamento en venta en Usaquén;3;2;116;Usaquén;Usaquén;520000000
Casa;Casa en venta en Barrios Unidos;3;3;102;Barrios Unidos;Los Andes;360000000
Casa;Casa en venta en Suba;2;1;40;Suba;Suba;160000000
Apartamento;Apartamento en venta en Usaquén;3;3;101;Usaquén;Usaquén;460000000
Apartamento;Apartamento en venta en Usaquén;3;2;80;Usaquén;Usaquén;320000000
Casa;Casa en venta en Engativa;5;3;195;Engativa;Engativá;640000000
Apartamento;Apartamento en venta en Chico Reservado;3;5;187;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;1484999936
Apartamento;Apartamento en venta en Usaquén;3;3;77;Usaquén;Usaquén;330000000
Casa;Casa en venta en Barrios Unidos;3;3;148;Barrios Unidos;Los Andes;750000000
Casa;Casa en venta en Suba;3;7;600;Suba;Suba;2500000000
Apartamento;Apartamento en venta en Las Nieves;2;2;65;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazón;670000000
Bodega;Bodega en venta en Puente Aranda;3;3;390;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;1200000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;91;Barrios Unidos;Los Andes;400000000
Apartamento;Apartamento en venta en Usaquén;2;4;103;Usaquén;Usaquén;750000000
Casa;Casa en venta en Suba;4;3;130;Suba;Suba;390000000
Apartamento;Apartamento en venta en Cedritos;4;3;137;Cedritos;Usaquén;800000000
Apartamento;Apartamento en venta en Nicolas De Federman;3;2;80;Nicolas De Federman;Teusaquillo;580000000
Casa;Casa en venta en Chapinero;10;4;160;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;550000000
Apartamento;Apartamento en venta en Kennedy;3;2;51;Kennedy;Kennedy Central;165000000
Casa;Casa en venta en Barrios Unidos;12;8;322;Barrios Unidos;Los Andes;580000000
Casa;Casa en venta en Usaquén;3;3;131;Usaquén;Usaquén;750000000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;166;Barrios Unidos;Los Andes;990000000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;97;Barrios Unidos;Los Andes;345000000
Casa;Casa en venta en Santa Barbara;4;5;418;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;3200000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;68;Barrios Unidos;Los Andes;350000000
Casa;Casa en venta en Engativa;8;3;288;Engativa;Engativá;610000000
Apartamento;Apartamento en venta en Barrios Unidos;1;2;61;Barrios Unidos;Los Andes;599000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;105;Barrios Unidos;Los Andes;205000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;67;Barrios Unidos;Los Andes;279280160
Casa;Casa en venta en Usaquén;3;4;270;Usaquén;Usaquén;1400000000
Casa;Casa en venta en Barrios Unidos;6;7;636;Barrios Unidos;Los Andes;3149100032
Casa;Casa en venta en Barrios Unidos;6;7;636;Barrios Unidos;Los Andes;3149100032
Apartamento;Apartamento en venta en Cedritos;3;2;80;Cedritos;Usaquén;280000000
Apartamento;Apartamento en venta en Santa Teresa;3;2;58;Santa Teresa;San Cristóbal Norte;251000000
Casa;Casa en venta en Teusaquillo;10;7;400;Teusaquillo;Teusaquillo;1200000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;123;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;500000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;89;Barrios Unidos;Los Andes;500000000
Local;Local en venta en Chapinero;16;9;650;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;5800000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;97;Barrios Unidos;Los Andes;379000000
Casa;Casa en venta en Castilla;4;3;222;Castilla;KENNEDY: Castilla + Bavaria;680000000
Apartamento;Apartamento en venta en Suba;3;2;55;Suba;Suba;240000000
Apartamento;Apartamento en venta en Barrios Unidos;2;3;97;Barrios Unidos;Los Andes;377000000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;60;Barrios Unidos;Los Andes;197000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;165;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;590000000
Apartamento;Apartamento en venta en Barrios Unidos;3;4;346;Barrios Unidos;Los Andes;3627099904
Casa;Casa en venta en Cedritos;3;4;173;Cedritos;Usaquén;1150000000
Casa;Casa en venta en Usaquén;3;2;70;Usaquén;Usaquén;230000000
Casa;Casa en venta en Engativa;4;2;80;Engativa;Engativá;260000000
Casa;Casa en venta en Barrios Unidos;6;3;350;Barrios Unidos;Los Andes;1700000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;89;Barrios Unidos;Los Andes;134135000
Apartamento;Apartamento en venta en Barrios Unidos;3;1;47;Barrios Unidos;Los Andes;109700000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;96;Barrios Unidos;Los Andes;324100000
Apartamento;Apartamento en venta en Santa Barbara;2;2;66;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;430000000
Apartamento;Apartamento en venta en Barrios Unidos;3;4;230;Barrios Unidos;Los Andes;1100000000
Casa;Casa en venta en Suba;3;3;98;Suba;Suba;310000000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;110;Barrios Unidos;Los Andes;220000000
Casa;Casa en venta en Barrios Unidos;4;3;100;Barrios Unidos;Los Andes;425000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;63;Barrios Unidos;Los Andes;230000000
Apartamento;Apartamento en venta en Kennedy;3;2;72;Kennedy;Kennedy Central;440000000
Casa;Casa en venta en Santa Barbara;5;6;420;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;3400000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;87;Barrios Unidos;Los Andes;415000000
Casa;Casa en venta en Barrios Unidos;6;5;151;Barrios Unidos;Los Andes;1200000000
Apartamento;Apartamento en venta en Usaquén;5;5;165;Usaquén;Usaquén;590000000
Apartamento;Apartamento en venta en Engativa;3;2;72;Engativa;Engativá;280000000
Apartamento;Apartamento en venta en Santa Fe;1;1;26;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazón;255000000
Oficina/Consultorio;Oficina/Consultorio en venta en Chico Reservado;3;3;145;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;1600000000
Apartamento;Apartamento en venta en Usaquén;2;3;130;Usaquén;Usaquén;1000000000
Apartamento;Apartamento en venta en Cedritos;1;2;60;Cedritos;Usaquén;331000000
Apartamento;Apartamento en venta en Cundinamarca - Bogotá D.C.;3;2;130;Usaquén;Usaquén;720000000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;40;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;160000000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;40;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;200000000
Apartamento;Apartamento en venta en Kennedy;2;2;74;Kennedy;Kennedy Central;474000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;77;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;320000000
Apartamento;Apartamento en venta en Chico Reservado;3;2;104;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;500000000
Casa;Casa en venta en Zona Noroccidental;4;3;86;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;430000000
Casa;Casa en venta en Usaquén;3;4;1200;Usaquén;Usaquén;2200000000
Apartamento;Apartamento en venta en Teusaquillo;4;5;156;Teusaquillo;Teusaquillo;776000000
Apartamento;Apartamento en venta en Cedritos;2;2;78;Cedritos;Usaquén;400000000
Apartamento;Apartamento en venta en Usaquén;3;2;95;Usaquén;Usaquén;450000000
Apartamento;Apartamento en venta en Chico Reservado;1;1;65;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;370000000
Apartamento;Apartamento en venta en Usaquén;3;2;101;Usaquén;Usaquén;370000000
Apartamento;Apartamento en venta en Teusaquillo;1;1;29;Teusaquillo;Teusaquillo;175000000
Apartamento;Apartamento en venta en Teusaquillo;1;1;22;Teusaquillo;Teusaquillo;175000000
Casa;Casa en venta en Zona Noroccidental;4;5;426;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;1650000000
Apartamento;Apartamento en venta en Santa Fe;2;2;55;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazón;165000000
Casa;Casa en venta en Zona Noroccidental;4;4;314;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;950000000
Apartamento;Apartamento en venta en Chico Reservado;3;4;164;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;1200000000
Apartamento;Apartamento en venta en Usaquén;2;4;140;Usaquén;Usaquén;850000000
Casa;Casa en venta en Cundinamarca - Bogotá D.C. - San Rafael;5;4;150;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;700000000
Apartamento;Apartamento en venta en Cundinamarca - Bogotá D.C. - Chicó ;2;3;118;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;599000000
Apartamento;Apartamento en venta en Cedritos;3;3;79;Cedritos;Usaquén;330000000
Bodega;Bodega en venta en San Patricio;2;1;19;San Patricio;USAQUÉN: Country Club + Santa Bárbara;120000000
Casa;Casa en venta en Suba;7;4;330;Suba;Suba;700000000
Casa;Casa en venta en San Cristobal;3;1;29;San Cristobal;Sosiego;150000000
Casa;Casa en venta en Modelia;5;4;320;Modelia;Fontibón;750000000
Apartamento;Apartamento en venta en Suba;3;3;104;Suba;Suba;485000000
Apartamento;Apartamento en venta en Barrios Unidos;1;2;61;Barrios Unidos;Los Andes;450000000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;120;Barrios Unidos;Los Andes;555000000
Casa;Casa en venta en Normandia;5;3;232;Normandia;ENGATIVÁ: Santa Cecilia + Jardín  Botánico;1100000000
Apartamento;Apartamento en venta en Fontibón;3;2;43;Fontibón;Fontibón;170000000
Apartamento;Apartamento en venta en Suba;3;3;104;Suba;Suba;485000000
Local;Local en venta en Quinta Camacho;16;9;1050;Quinta Camacho;CHAPINERO: Chicó Lago + El Refugio;5299999744
Apartamento;Apartamento en venta en Teusaquillo;2;1;59;Teusaquillo;Teusaquillo;350000000
Casa;Casa en venta en San Patricio;4;6;237;San Patricio;USAQUÉN: Country Club + Santa Bárbara;1200000000
Apartamento;Apartamento en venta en Las Nieves;2;2;65;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazón;670000000
Casa;Casa en venta en Normandia;5;3;232;Normandia;ENGATIVÁ: Santa Cecilia + Jardín  Botánico;1100000000
Apartamento;Apartamento en venta en Usaquén;2;2;50;Usaquén;Usaquén;245000000
Apartamento;Apartamento en venta en Modelia;3;2;78;Modelia;Fontibón;620000000
Casa;Casa en venta en Barrios Unidos;6;3;283;Barrios Unidos;Los Andes;690000000
Casa;Casa en venta en Bella Suiza;3;4;195;Bella Suiza;USAQUÉN: Country Club + Santa Bárbara;800000000
Casa;Casa en venta en Pasadena ;3;3;161;Pasadena ;;950000000
Apartamento;Apartamento en venta en Usaquén;4;5;193;Usaquén;Usaquén;1600000000
Apartamento;Apartamento en venta en Kennedy;3;2;57;Kennedy;Kennedy Central;199000000
Apartamento;Apartamento en venta en Usaquén;3;3;101;Usaquén;Usaquén;460000000
Apartamento;Apartamento en venta en Villa Alsacia;3;2;54;Villa Alsacia;KENNEDY: Castilla + Bavaria;270000000
Apartamento;Apartamento en venta en La Calleja;3;3;110;La Calleja;USAQUÉN: Country Club + Santa Bárbara;730000000
Casa;Casa en venta en Puente Aranda;5;3;265;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;650000000
Apartamento;Apartamento en venta en Chapinero;2;2;58;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;540000000
Casa;Casa en venta en Puente Aranda;7;3;150;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;530000000
Apartamento;Apartamento en venta en Suba;2;2;65;Suba;Suba;389000000
Apartamento;Apartamento en venta en La Calleja;3;3;110;La Calleja;USAQUÉN: Country Club + Santa Bárbara;650000000
Apartamento;Apartamento en venta en Cundinamarca - Bogotá D.C. - Bella Suiza;3;2;94;Usaquén;Usaquén;610000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;55;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;174000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;66;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;302000000
Casa;Casa en venta en Puente Aranda;7;3;147;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;620000000
Apartamento;Apartamento en venta en Usaquén;3;2;77;Usaquén;Usaquén;285000000
Apartamento;Apartamento en venta en Fontibón;3;3;84;Fontibón;Fontibón;338000000
Apartamento;Apartamento en venta en Chapinero;1;2;51;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;388500000
Apartamento;Apartamento en venta en Chapinero;2;2;66;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;406500000
Apartamento;Apartamento en venta en Usaquén;3;2;175;Usaquén;Usaquén;1195000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;94;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;530000000
Apartamento;Apartamento en venta en Santa Barbara;2;2;81;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;510000000
Apartamento;Apartamento en venta en Zona Noroccidental;4;2;88;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;248500000
Apartamento;Apartamento en venta en El Batán;2;2;91;El Batán;La Alhambra;465000000
Apartamento;Apartamento en venta en Chico Reservado;3;3;168;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;1150000000
Apartamento;Apartamento en venta en Cedritos;3;2;90;Cedritos;Usaquén;550000000
Apartamento;Apartamento en venta en Usaquén;2;2;70;Usaquén;Usaquén;360000000
Apartamento;Apartamento en venta en Los Rosales;3;4;168;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;1250000000
Casa;Casa en venta en Cundinamarca - Bogotá D.C. - Niza;3;3;85;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;380000000
Casa;Casa en venta en Puente Aranda;5;3;132;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;600000000
Apartamento;Apartamento en venta en Usaquén;3;3;103;Usaquén;Usaquén;430000000
Apartamento;Apartamento en venta en Usaquén;3;3;76;Usaquén;Usaquén;380000000
Apartamento;Apartamento en venta en Chico Reservado;1;2;58;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;590000000
Apartamento;Apartamento en venta en Usaquén;1;1;42;Usaquén;Usaquén;350000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;53;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;215000000
Apartamento;Apartamento en venta en Cundinamarca - Bogotá D.C.;1;1;41;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;233000000
Apartamento;Apartamento en venta en Usaquén;2;2;109;Usaquén;Usaquén;930000000
Apartamento;Apartamento en venta en Santa Barbara;2;2;66;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;430000000
Apartamento;Apartamento en venta en Puente Aranda;3;2;61;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;340000000
Apartamento;Apartamento en venta en Chapinero;1;2;41;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;280000000
Apartamento;Apartamento en venta en Usaquén;3;1;39;Usaquén;Usaquén;150000000
Apartamento;Apartamento en venta en Suba;3;2;62;Suba;Suba;185000000
Apartamento;Apartamento en venta en Usaquén;3;3;170;Usaquén;Usaquén;1000000000
Casa;Casa en venta en Kennedy;6;2;332;Kennedy;Kennedy Central;850000000
Casa;Casa en venta en Engativa;5;3;210;Engativa;Engativá;310000000
Casa;Casa en venta en Antonio Nariño;5;4;364;Antonio Nariño;Restrepo;750000000
Apartamento;Apartamento en venta en Tintala;2;2;53;Tintala;Tintala;223000000
Casa;Casa en venta en Suba;4;3;110;Suba;Suba;370000000
Apartamento;Apartamento en venta en Usaquén;3;5;157;Usaquén;Usaquén;750000000
Apartamento;Apartamento en venta en Chico Norte;3;4;177;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;2470000128
Casa;Casa en venta en Engativa;11;6;320;Engativa;Engativá;660000000
Casa;Casa en venta en Barrios Unidos;3;3;102;Barrios Unidos;Los Andes;360000000
Apartamento;Apartamento en venta en Tintala;2;2;53;Tintala;Tintala;223000000
Apartamento;Apartamento en venta en Engativa;3;2;112;Engativa;Engativá;345000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;165;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;590000000
